Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"1"	"0.008475"	"TAL1_MEGAKARYOCYTE_MM9"	"TAL1"	"2"	"680"	"0.0265"	"1.0"	"9.83"	"ENCODE--ChIP-seq"	"TSC22D4,SYNE1"
"gene_set_query"	"2"	"0.01695"	"BHLHE40_GM12878_HG19"	"BHLHE40"	"3"	"1816"	"0.03303"	"1.0"	"5.514"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2,PABPC1L"
"gene_set_query"	"3"	"0.02542"	"ZNF384_K562_HG19"	"ZNF384"	"3"	"1841"	"0.03412"	"1.0"	"5.439"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2,PABPC1L"
"gene_set_query"	"4"	"0.0339"	"ZEB1_GM12878_HG19"	"ZEB1"	"2"	"803"	"0.0357"	"1.0"	"8.32"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"5"	"0.04237"	"GABPA_SKNSH_HG19"	"GABPA"	"3"	"1957"	"0.03944"	"1.0"	"5.116"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2,PABPC1L"
"gene_set_query"	"6"	"0.05085"	"EGR1_H1HESC_HG19"	"EGR1"	"2"	"971"	"0.0498"	"1.0"	"6.878"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"7"	"0.05932"	"FOXP2_PFSK1_HG19"	"FOXP2"	"1"	"152"	"0.05163"	"1.0"	"22.07"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"8"	"0.0678"	"SP4_H1HESC_HG19"	"SP4"	"2"	"1367"	"0.08853"	"1.0"	"4.883"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"9"	"0.07627"	"SPI1_K562_HG19"	"SPI1"	"2"	"1415"	"0.09364"	"1.0"	"4.717"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"10"	"0.08475"	"MAX_SKNSH_HG19"	"MAX"	"2"	"1464"	"0.09892"	"1.0"	"4.559"	"ENCODE--ChIP-seq"	"SZT2,STARD8"
"gene_set_query"	"11"	"0.09322"	"MYBL2_HEPG2_HG19"	"MYBL2"	"2"	"1487"	"0.1014"	"1.0"	"4.488"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"12"	"0.1017"	"RUNX3_GM12878_HG19"	"RUNX3"	"2"	"1540"	"0.1072"	"1.0"	"4.333"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"13"	"0.1102"	"ELF1_A549_HG19"	"ELF1"	"2"	"1559"	"0.1094"	"1.0"	"4.28"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"14"	"0.1186"	"SP1_H1HESC_HG19"	"SP1"	"2"	"1611"	"0.1152"	"1.0"	"4.142"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"15"	"0.1271"	"ETS1_MELCELLLINE_MM9"	"ETS1"	"2"	"1614"	"0.1155"	"1.0"	"4.134"	"ENCODE--ChIP-seq"	"TSC22D4,THRA"
"gene_set_query"	"16"	"0.1356"	"YY1_ECC1_HG19"	"YY1"	"2"	"1643"	"0.1188"	"1.0"	"4.061"	"ENCODE--ChIP-seq"	"SZT2,PABPC1L"
"gene_set_query"	"17"	"0.1441"	"USF2_CH12LX_MM9"	"USF2"	"2"	"1719"	"0.1274"	"1.0"	"3.882"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"18"	"0.1525"	"ZBTB7A_HEPG2_HG19"	"ZBTB7A"	"2"	"1735"	"0.1293"	"1.0"	"3.846"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"19"	"0.161"	"MAFK_IMR90_HG19"	"MAFK"	"2"	"1799"	"0.1366"	"1.0"	"3.709"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"20"	"0.1695"	"BACH1_H1HESC_HG19"	"BACH1"	"2"	"1814"	"0.1384"	"1.0"	"3.678"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"21"	"0.178"	"MXI1_SKNSH_HG19"	"MXI1"	"2"	"1820"	"0.1391"	"1.0"	"3.666"	"ENCODE--ChIP-seq"	"SZT2,PABPC1L"
"gene_set_query"	"22"	"0.1864"	"RFX5_HELAS3_HG19"	"RFX5"	"2"	"1832"	"0.1405"	"1.0"	"3.642"	"ENCODE--ChIP-seq"	"SZT2,STARD8"
"gene_set_query"	"23"	"0.1949"	"ELK1_K562_HG19"	"ELK1"	"2"	"1837"	"0.1411"	"1.0"	"3.632"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"24"	"0.2034"	"RELA_GM15510_HG19"	"RELA"	"2"	"1838"	"0.1412"	"1.0"	"3.63"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"25"	"0.2119"	"NFYB_GM12878_HG19"	"NFYB"	"2"	"1839"	"0.1413"	"1.0"	"3.628"	"ENCODE--ChIP-seq"	"SZT2,PABPC1L"
"gene_set_query"	"26"	"0.2203"	"ZNF143_GM12878_HG19"	"ZNF143"	"2"	"1841"	"0.1415"	"1.0"	"3.624"	"ENCODE--ChIP-seq"	"SZT2,PABPC1L"
"gene_set_query"	"27"	"0.2288"	"CUX1_GM12878_HG19"	"CUX1"	"2"	"1845"	"0.142"	"1.0"	"3.616"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"28"	"0.2373"	"STAT1_GM12878_HG19"	"STAT1"	"2"	"1855"	"0.1432"	"1.0"	"3.597"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"29"	"0.2458"	"PBX3_SKNSH_HG19"	"PBX3"	"2"	"1919"	"0.1507"	"1.0"	"3.477"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"30"	"0.2542"	"PAX5_GM12878_HG19"	"PAX5"	"2"	"2072"	"0.1688"	"1.0"	"3.22"	"ENCODE--ChIP-seq"	"TSC22D4,PABPC1L"
"gene_set_query"	"31"	"0.2627"	"NR2C2_GM12878_HG19"	"NR2C2"	"1"	"546"	"0.1719"	"1.0"	"6.114"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"32"	"0.2712"	"NR2F2_MCF7_HG19"	"NR2F2"	"1"	"551"	"0.1733"	"1.0"	"6.059"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"33"	"0.2797"	"NFIC_ECC1_HG19"	"NFIC"	"1"	"576"	"0.1803"	"1.0"	"5.795"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"34"	"0.2881"	"JUND_H1HESC_HG19"	"JUND"	"2"	"2199"	"0.1841"	"1.0"	"3.034"	"ENCODE--ChIP-seq"	"TSC22D4,SZT2"
"gene_set_query"	"35"	"0.2966"	"GATA1_MEGAKARYOCYTE_MM9"	"GATA1"	"1"	"590"	"0.1842"	"1.0"	"5.658"	"ENCODE--ChIP-seq"	"SYNE1"
"gene_set_query"	"36"	"0.3051"	"REST_NEURALCELL_HG19"	"REST"	"1"	"658"	"0.2028"	"1.0"	"5.072"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"37"	"0.3136"	"ZNF263_K562_HG19"	"ZNF263"	"1"	"849"	"0.2525"	"1.0"	"3.93"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"38"	"0.322"	"TCF12_GM12878_HG19"	"TCF12"	"1"	"941"	"0.2752"	"1.0"	"3.545"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"39"	"0.3305"	"STAT5A_GM12878_HG19"	"STAT5A"	"1"	"1230"	"0.3415"	"1.0"	"2.711"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"40"	"0.339"	"TEAD4_K562_HG19"	"TEAD4"	"1"	"1245"	"0.3448"	"1.0"	"2.679"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"41"	"0.3475"	"FOXA2_A549_HG19"	"FOXA2"	"1"	"1276"	"0.3514"	"1.0"	"2.614"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"42"	"0.3559"	"TCF3_GM12878_HG19"	"TCF3"	"1"	"1302"	"0.357"	"1.0"	"2.561"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"43"	"0.3644"	"CREB1_HEPG2_HG19"	"CREB1"	"1"	"1325"	"0.3618"	"1.0"	"2.517"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"44"	"0.3729"	"E2F6_A549_HG19"	"E2F6"	"1"	"1357"	"0.3685"	"1.0"	"2.457"	"ENCODE--ChIP-seq"	"STARD8"
"gene_set_query"	"45"	"0.3814"	"SP2_HEPG2_HG19"	"SP2"	"1"	"1388"	"0.3748"	"1.0"	"2.403"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"46"	"0.3898"	"NFATC1_GM12878_HG19"	"NFATC1"	"1"	"1407"	"0.3787"	"1.0"	"2.37"	"ENCODE--ChIP-seq"	"PABPC1L"
"gene_set_query"	"47"	"0.3983"	"SRF_ECC1_HG19"	"SRF"	"1"	"1461"	"0.3896"	"1.0"	"2.282"	"ENCODE--ChIP-seq"	"PABPC1L"
"gene_set_query"	"48"	"0.4068"	"PRDM1_HELAS3_HG19"	"PRDM1"	"1"	"1487"	"0.3947"	"1.0"	"2.242"	"ENCODE--ChIP-seq"	"SZT2"
"gene_set_query"	"49"	"0.4153"	"ATF2_GM12878_HG19"	"ATF2"	"1"	"1502"	"0.3977"	"1.0"	"2.22"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"50"	"0.4237"	"FOXM1_GM12878_HG19"	"FOXM1"	"1"	"1524"	"0.402"	"1.0"	"2.188"	"ENCODE--ChIP-seq"	"TSC22D4"
"gene_set_query"	"51"	"0.4322"	"POU2F2_GM12891_HG19"	"POU2F2"	"1"	"1563"	"0.4095"	"1.0"	"2.133"	"ENCODE--ChIP-seq"	"PABPC1L"
"gene_set_query"	"52"	"0.4407"	"THAP1_K562_HG19"	"THAP1"	"1"	"1627"	"0.4216"	"1.0"	"2.049"	"ENCODE--ChIP-seq"	"PABPC1L"
"gene_set_query"	"53"	"0.4492"	"CTCF_LUNG_MM9"	"CTCF"	"1"	"1672"	"0.43"	"1.0"	"1.994"	"ENCODE--ChIP-seq"	"THRA"
