ENSG00000000003	105	107	132	192	141	136	203	200
ENSG00000000005	0	0	0	0	0	0	0	0
ENSG00000000419	166	154	193	198	187	220	290	321
ENSG00000000457	27	31	16	14	28	39	25	24
ENSG00000000460	54	50	85	62	81	92	74	72
ENSG00000000938	0	0	0	0	0	0	0	0
ENSG00000000971	0	0	0	0	0	0	0	0
ENSG00000001036	192	223	255	229	294	273	332	344
ENSG00000001084	43	47	37	55	61	63	60	68
ENSG00000001167	55	71	58	50	69	98	111	107
ENSG00000001460	20	16	14	29	21	16	16	21
ENSG00000001461	112	103	111	113	144	155	197	181
ENSG00000001497	139	146	173	166	176	174	264	257
ENSG00000001561	33	21	25	24	24	28	49	50
ENSG00000001617	5	10	5	6	6	3	5	8
ENSG00000001626	0	0	0	0	0	0	2	0
ENSG00000001629	20	31	29	28	31	21	23	26
ENSG00000001630	3	2	4	3	3	1	6	3
ENSG00000001631	5	6	5	3	13	6	13	5
ENSG00000002016	6	20	6	3	15	6	17	22
ENSG00000002079	0	0	0	0	0	0	0	0
ENSG00000002330	54	62	82	84	81	89	121	147
ENSG00000002549	312	386	424	377	440	447	582	567
ENSG00000002586	0	0	0	0	1	0	0	0
ENSG00000002587	0	0	0	0	0	0	0	0
ENSG00000002726	0	0	0	0	0	0	0	0
ENSG00000002745	0	2	0	1	0	2	3	6
ENSG00000002746	0	0	0	0	0	0	0	0
ENSG00000002822	0	0	0	0	0	0	1	0
ENSG00000002834	204	214	191	174	286	269	337	372
ENSG00000002919	81	105	124	112	122	110	170	191
ENSG00000002933	0	0	0	0	0	0	0	0
ENSG00000003056	285	306	305	335	322	381	542	518
ENSG00000003096	1	4	1	0	1	1	0	0
ENSG00000003137	2	0	0	2	0	1	0	2
ENSG00000003147	0	0	4	3	0	5	2	0
ENSG00000003249	36	51	46	25	45	48	76	68
ENSG00000003393	49	47	73	62	65	62	88	98
ENSG00000003400	0	1	2	0	0	0	2	1
ENSG00000003402	59	57	66	63	65	95	119	145
ENSG00000003436	82	117	114	112	108	116	139	151
ENSG00000003509	42	47	40	36	66	43	61	70
ENSG00000003756	43	58	51	70	81	62	113	92
ENSG00000003987	8	7	9	4	14	6	13	7
ENSG00000003989	3	2	6	5	7	16	13	12
ENSG00000004059	61	73	92	85	90	82	134	141
ENSG00000004139	39	43	40	49	55	49	65	66
ENSG00000004142	382	371	360	377	443	412	551	596
ENSG00000004399	23	18	9	21	16	33	48	36
ENSG00000004455	339	358	376	371	390	451	511	575
ENSG00000004468	2	0	0	0	0	0	1	1
ENSG00000004478	323	338	372	345	390	464	519	564
ENSG00000004487	183	228	269	265	283	282	331	398
ENSG00000004534	35	46	42	45	46	73	72	76
ENSG00000004660	5	1	1	3	8	6	6	2
ENSG00000004700	233	214	222	270	343	297	367	373
ENSG00000004766	39	40	54	52	72	60	52	66
ENSG00000004776	0	0	0	0	0	0	1	0
ENSG00000004777	0	0	0	0	0	0	0	1
ENSG00000004779	136	142	181	202	168	199	248	268
ENSG00000004799	0	0	0	0	0	0	0	0
ENSG00000004809	0	0	0	0	0	0	0	0
ENSG00000004838	1	1	0	0	1	0	0	0
ENSG00000004846	0	0	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0	0	0
ENSG00000004864	54	56	71	53	65	85	101	86
ENSG00000004866	78	73	83	83	84	89	115	124
ENSG00000004897	222	175	214	259	251	262	261	306
ENSG00000004939	0	0	0	0	0	0	0	0
ENSG00000004948	0	0	0	0	0	0	0	0
ENSG00000004961	118	108	125	146	110	136	211	210
ENSG00000004975	86	94	93	107	121	107	158	159
ENSG00000005001	0	0	0	0	0	0	0	0
ENSG00000005007	103	109	112	100	154	156	189	195
ENSG00000005020	2	4	4	5	6	3	4	2
ENSG00000005022	728	772	902	904	1004	1070	1258	1172
ENSG00000005059	37	33	70	79	61	84	84	74
ENSG00000005073	0	0	0	0	1	1	0	0
ENSG00000005075	80	74	111	92	80	98	122	114
ENSG00000005100	17	11	8	15	17	20	16	37
ENSG00000005102	0	0	0	0	0	2	0	0
ENSG00000005108	0	0	0	0	0	0	0	0
ENSG00000005156	53	49	61	63	72	59	118	91
ENSG00000005175	57	78	76	65	85	79	93	113
ENSG00000005187	3	2	8	9	3	2	8	3
ENSG00000005189	11	8	10	11	13	9	18	16
ENSG00000005194	131	133	202	208	189	212	265	287
ENSG00000005206	13	0	5	6	7	17	8	15
ENSG00000005238	32	25	29	18	39	39	48	35
ENSG00000005243	63	58	58	40	54	62	63	86
ENSG00000005249	7	12	21	21	15	35	22	23
ENSG00000005302	31	31	34	47	43	51	72	65
ENSG00000005339	25	43	21	21	32	28	32	37
ENSG00000005379	0	2	2	4	8	6	2	7
ENSG00000005381	0	0	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0	0	0
ENSG00000005436	30	33	32	35	29	33	45	40
ENSG00000005448	168	150	204	221	189	183	211	246
ENSG00000005469	36	25	48	38	38	40	89	63
ENSG00000005471	2	2	1	2	0	1	0	0
ENSG00000005483	66	81	75	93	93	89	110	92
ENSG00000005486	122	124	180	166	184	150	229	232
ENSG00000005513	0	0	0	0	0	1	0	0
ENSG00000005700	22	38	45	34	38	50	54	59
ENSG00000005801	44	49	41	46	70	44	69	81
ENSG00000005810	9	13	15	11	21	16	19	24
ENSG00000005812	54	76	92	70	85	63	104	84
ENSG00000005844	0	0	0	0	0	0	0	0
ENSG00000005882	94	110	102	90	109	128	136	188
ENSG00000005884	265	264	224	235	278	288	427	423
ENSG00000005889	69	68	82	66	76	75	94	90
ENSG00000005893	305	399	427	397	463	493	602	585
ENSG00000005961	7	3	3	5	21	11	6	8
ENSG00000005981	0	0	0	0	0	0	0	0
ENSG00000006007	143	134	136	178	168	188	217	234
ENSG00000006015	21	18	35	39	24	20	47	44
ENSG00000006016	4	5	7	10	4	8	23	5
ENSG00000006025	15	15	18	11	16	20	17	22
ENSG00000006042	33	47	61	53	48	57	78	65
ENSG00000006047	1	0	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0	0	0
ENSG00000006062	33	20	19	34	13	24	39	27
ENSG00000006071	2	1	0	1	1	0	1	1
ENSG00000006116	0	0	0	0	0	0	0	0
ENSG00000006118	54	47	36	49	64	60	80	68
ENSG00000006125	223	208	208	234	322	264	408	388
ENSG00000006128	0	0	0	0	0	0	0	0
ENSG00000006194	28	22	26	29	23	18	33	42
ENSG00000006210	2	4	4	4	2	0	3	6
ENSG00000006282	107	106	128	135	148	147	153	198
ENSG00000006283	0	0	0	0	0	0	3	4
ENSG00000006327	555	577	657	645	703	644	975	926
ENSG00000006377	0	0	0	0	0	0	0	5
ENSG00000006432	15	12	14	16	18	11	20	27
ENSG00000006451	85	65	93	72	82	84	110	109
ENSG00000006453	44	56	75	80	69	63	114	105
ENSG00000006459	2	1	0	2	7	9	10	2
ENSG00000006468	10	5	11	11	13	14	15	20
ENSG00000006530	67	115	126	124	95	127	178	157
ENSG00000006534	18	22	21	18	15	28	27	37
ENSG00000006555	0	0	0	0	0	0	0	0
ENSG00000006576	39	51	75	68	52	48	81	70
ENSG00000006606	8	7	6	7	13	6	8	9
ENSG00000006607	62	39	45	52	62	53	92	75
ENSG00000006611	0	0	0	0	0	0	0	0
ENSG00000006625	6	7	18	18	10	15	25	32
ENSG00000006634	65	73	70	91	85	93	100	95
ENSG00000006638	10	9	7	6	15	13	21	10
ENSG00000006652	9	15	25	17	24	26	24	22
ENSG00000006659	0	0	0	0	0	0	0	0
ENSG00000006695	49	59	62	68	50	78	71	88
ENSG00000006704	17	8	8	10	18	19	11	29
ENSG00000006712	122	145	159	162	199	129	206	204
ENSG00000006715	55	46	30	34	56	47	75	57
ENSG00000006740	10	6	4	15	9	11	13	16
ENSG00000006744	301	329	352	318	384	417	590	555
ENSG00000006747	0	0	2	0	1	0	1	2
ENSG00000006756	8	17	16	18	28	20	12	33
ENSG00000006757	26	29	13	23	15	26	26	29
ENSG00000006788	0	0	0	0	0	0	0	0
ENSG00000006831	25	16	28	28	26	20	29	44
ENSG00000006837	0	1	0	1	0	1	0	0
ENSG00000007001	0	0	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0	0	0
ENSG00000007047	1	2	1	1	2	1	4	0
ENSG00000007062	0	0	0	0	2	0	0	0
ENSG00000007080	65	58	88	63	79	76	78	89
ENSG00000007129	0	0	0	0	0	0	0	0
ENSG00000007168	94	99	96	106	116	122	126	139
ENSG00000007171	1	3	3	1	2	0	2	2
ENSG00000007174	0	0	0	0	0	0	0	4
ENSG00000007202	163	176	174	142	297	286	284	338
ENSG00000007216	0	0	2	0	0	0	0	0
ENSG00000007237	17	9	16	15	13	13	16	7
ENSG00000007255	11	12	7	11	6	8	6	20
ENSG00000007264	1	0	1	1	4	1	1	0
ENSG00000007306	0	0	0	0	0	0	0	0
ENSG00000007312	0	0	0	0	0	0	2	0
ENSG00000007314	2	0	0	1	0	0	0	0
ENSG00000007341	25	41	58	36	48	45	59	54
ENSG00000007350	0	0	0	0	0	0	0	0
ENSG00000007372	37	21	40	30	31	33	34	67
ENSG00000007376	71	55	114	80	75	104	178	147
ENSG00000007384	10	32	17	21	22	26	36	36
ENSG00000007392	38	45	58	34	39	61	77	70
ENSG00000007402	0	0	0	0	1	2	0	0
ENSG00000007516	31	36	28	43	37	32	56	65
ENSG00000007520	105	114	137	111	121	170	185	195
ENSG00000007541	35	39	30	42	63	74	57	62
ENSG00000007545	1	3	3	6	8	5	6	6
ENSG00000007866	24	28	27	40	35	21	41	31
ENSG00000007908	0	0	0	0	0	0	0	0
ENSG00000007923	124	120	138	155	137	167	171	151
ENSG00000007933	0	0	0	0	0	0	0	0
ENSG00000007944	7	22	13	16	23	34	23	48
ENSG00000007952	5	2	0	0	2	1	1	0
ENSG00000007968	3	2	1	0	4	5	8	12
ENSG00000008018	280	324	356	351	406	361	485	573
ENSG00000008056	0	1	0	1	0	0	0	0
ENSG00000008083	25	19	18	20	24	22	21	27
ENSG00000008086	7	2	13	13	10	6	8	9
ENSG00000008118	0	0	0	0	0	0	5	0
ENSG00000008128	3	1	0	0	0	0	3	2
ENSG00000008130	29	35	17	35	40	40	57	71
ENSG00000008196	0	0	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0
ENSG00000008226	13	17	30	21	31	32	30	42
ENSG00000008256	19	22	26	17	34	33	36	50
ENSG00000008277	5	0	3	4	0	2	3	7
ENSG00000008282	222	238	263	262	267	278	333	307
ENSG00000008283	7	16	17	11	11	11	25	37
ENSG00000008294	61	73	69	81	107	93	120	138
ENSG00000008300	0	5	7	7	2	0	5	3
ENSG00000008311	16	9	13	7	7	9	42	27
ENSG00000008323	2	2	2	5	9	2	3	3
ENSG00000008324	24	20	28	33	35	55	46	42
ENSG00000008382	4	7	0	5	1	0	3	9
ENSG00000008394	26	20	41	31	42	32	49	49
ENSG00000008405	34	48	59	51	75	80	89	81
ENSG00000008438	0	0	0	0	0	0	0	0
ENSG00000008441	8	2	2	1	3	2	6	1
ENSG00000008513	30	28	41	45	44	32	42	48
ENSG00000008516	0	0	3	0	0	2	2	5
ENSG00000008517	2	5	5	6	5	4	13	10
ENSG00000008710	12	7	0	5	13	19	16	18
ENSG00000008735	13	11	15	19	19	20	28	21
ENSG00000008838	93	94	85	129	111	101	170	167
ENSG00000008853	54	62	97	64	78	93	146	131
ENSG00000008869	16	18	28	20	33	18	19	29
ENSG00000008952	80	83	103	134	140	134	166	185
ENSG00000008988	94	126	118	136	140	151	206	214
ENSG00000009307	402	413	415	449	522	564	704	696
ENSG00000009335	119	144	147	159	200	213	217	209
ENSG00000009413	29	16	13	13	16	18	29	19
ENSG00000009694	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0
ENSG00000009724	53	30	22	26	45	30	64	55
ENSG00000009765	0	0	0	0	0	0	0	0
ENSG00000009780	11	11	15	12	7	14	13	18
ENSG00000009790	0	1	0	2	6	1	4	0
ENSG00000009830	29	34	24	28	40	37	45	32
ENSG00000009844	85	130	152	135	173	158	176	199
ENSG00000009950	0	0	0	0	0	0	1	1
ENSG00000009954	101	92	106	128	144	127	160	208
ENSG00000010017	33	24	35	31	28	18	33	34
ENSG00000010030	42	53	36	45	35	27	65	66
ENSG00000010072	32	36	39	28	37	40	54	50
ENSG00000010165	106	85	94	113	112	107	176	147
ENSG00000010219	6	7	8	7	11	17	10	8
ENSG00000010244	263	296	299	362	343	364	422	417
ENSG00000010256	465	571	633	687	651	656	863	962
ENSG00000010270	57	68	76	54	83	79	114	87
ENSG00000010278	272	259	264	310	288	247	437	428
ENSG00000010282	0	0	0	0	0	0	0	0
ENSG00000010292	306	346	316	390	413	388	543	629
ENSG00000010295	47	52	56	49	57	61	77	92
ENSG00000010310	2	3	0	2	0	1	1	2
ENSG00000010318	9	8	9	9	6	7	12	15
ENSG00000010319	0	0	0	0	0	0	2	0
ENSG00000010322	24	35	32	31	47	32	65	57
ENSG00000010327	4	6	13	12	4	9	11	13
ENSG00000010361	6	4	8	6	10	8	11	12
ENSG00000010379	2	0	0	0	1	0	0	0
ENSG00000010404	4	7	13	16	10	11	32	17
ENSG00000010438	0	2	3	6	0	0	4	3
ENSG00000010539	21	32	54	47	36	36	38	40
ENSG00000010610	0	1	2	5	2	4	2	0
ENSG00000010626	2	5	7	14	4	3	8	10
ENSG00000010671	0	0	0	1	0	0	0	0
ENSG00000010704	14	12	18	27	8	18	17	17
ENSG00000010803	23	25	24	17	15	39	30	46
ENSG00000010810	34	41	48	27	37	36	42	54
ENSG00000010818	3	5	6	10	3	3	11	6
ENSG00000010932	0	0	0	0	0	0	0	0
ENSG00000011007	105	94	122	128	183	189	222	238
ENSG00000011009	87	85	112	95	118	110	138	140
ENSG00000011021	13	16	12	23	23	29	35	14
ENSG00000011028	12	19	5	13	25	25	21	19
ENSG00000011052	0	0	0	0	0	0	0	0
ENSG00000011083	0	0	0	0	0	0	0	0
ENSG00000011105	7	6	15	27	13	19	26	25
ENSG00000011114	18	18	27	33	37	35	39	44
ENSG00000011132	17	36	17	18	37	36	43	22
ENSG00000011143	45	67	48	56	63	62	69	77
ENSG00000011198	39	34	37	35	20	37	49	47
ENSG00000011201	6	5	3	4	9	6	9	6
ENSG00000011243	88	86	121	126	159	138	187	212
ENSG00000011258	0	7	6	6	12	9	4	7
ENSG00000011260	143	117	164	179	167	167	208	211
ENSG00000011275	72	81	83	95	73	97	116	120
ENSG00000011295	81	86	92	117	111	131	154	144
ENSG00000011304	328	372	368	371	497	375	571	661
ENSG00000011332	3	0	1	1	5	4	8	9
ENSG00000011347	2	0	1	0	0	0	1	1
ENSG00000011376	28	60	40	41	46	37	48	65
ENSG00000011405	49	50	40	44	66	49	84	88
ENSG00000011422	332	306	393	416	406	392	489	535
ENSG00000011426	262	260	283	265	381	362	391	422
ENSG00000011451	2	2	0	1	3	5	6	12
ENSG00000011454	78	95	74	69	87	78	104	114
ENSG00000011465	0	0	0	0	0	0	0	0
ENSG00000011478	6	4	20	31	13	10	26	19
ENSG00000011485	129	107	142	158	146	170	176	208
ENSG00000011523	25	34	21	45	44	38	60	42
ENSG00000011566	53	71	79	96	97	95	114	112
ENSG00000011590	2	3	0	0	1	2	5	5
ENSG00000011600	0	0	0	0	0	0	0	0
ENSG00000011638	10	14	12	15	11	20	24	24
ENSG00000011677	0	0	0	0	0	0	0	0
ENSG00000012048	56	74	93	108	101	77	130	125
ENSG00000012061	114	126	128	139	144	147	223	216
ENSG00000012124	0	4	3	5	2	1	2	2
ENSG00000012171	14	23	26	13	28	25	30	29
ENSG00000012174	35	40	56	60	66	76	112	81
ENSG00000012211	103	78	82	113	84	78	115	107
ENSG00000012223	0	0	0	0	1	0	0	0
ENSG00000012232	28	26	35	24	50	40	45	55
ENSG00000012504	0	2	0	0	0	0	0	0
ENSG00000012660	285	274	317	303	381	332	493	536
ENSG00000012779	0	0	0	0	0	0	0	0
ENSG00000012817	0	0	0	0	0	0	0	0
ENSG00000012822	36	37	60	67	57	78	78	83
ENSG00000012963	111	136	155	132	169	156	168	203
ENSG00000012983	61	91	95	100	133	123	142	161
ENSG00000013016	109	99	120	109	145	167	147	174
ENSG00000013275	194	178	249	229	258	267	313	359
ENSG00000013288	26	13	25	32	34	45	51	45
ENSG00000013293	0	3	2	2	0	0	5	3
